ocena,ime,alkohol,kategorija,cena,opis,ocenjevalec,cas_ocene 
91,Port Askaig 25 year old,,Single Malt Scotch,450,"Remarkably fresh and fruity on the opening nose, then lively pineapple, mango, and peaches. Ashy woodsmoke lurks behind the fruit. Finally, brine and black pepper. Vibrant orchard fruits on the palate, with barbecue flavors that become peatier and spicier in time. Aniseed, lemon, tobacco, and tangy oak in the lengthy finish. (3,000 bottles for U.S. and Canada)",Gavin Smith,Fall 2019
91,Kilchoman Loch Gorm (2019 Edition),46.0,Single Malt Scotch,110,"Sweet fruity peat, new leather, cinnamon, and ginger on the nose. Good blend of smoke and sherry on the substantial palate, with peppery red berries, dark chocolate, and peat. The long smoky finish features lively fruit spices. (1,920 bottles in U.S.)",Gavin Smith,Fall 2019
91,Spirit of Hven Hvenus Rye,,World Whisky,78,"Like licking caramel-drizzled mint chocolate chip ice cream; master distiller Henric Molin’s high-rye mashbill delivers a great balance between rye spices and creamy sweetness. Quite soft, with mint and caramel at first; layers of toffee and cinnamon follow, then becoming mouth-drawing as the pepper and clove spices crest a peak of intensity, tapering to toffee and cinnamon, and a dry finish.",Jonny McCormick,Fall 2019
91,Kentucky Owl Confiscated Straight Bourbon,,Bourbon/Tennessee,125,"The nose is spiced—cinnamon, allspice, clove, pepper—and rich with cooked fruit—blueberry jam, stewed plums, pomegranate molasses—as well as roasted peanuts, vanilla, and oak. In the mouth, there’s more liveliness, with Big Red gum, cherry pie, blackberry cobbler, peanuts, and cinnamon-apple coffee cake. It wraps up beautifully, with chili-chocolate, roasted nuts, and cigar end. Kentucky Owl doesn’t disclose the ages of the bourbons used in this bottling, but the balance of maturity on the nose and verve on the palate work to excellent effect.",Susannah Skiver Barton,Fall 2019
91,James E. Pepper Old Pepper 10 year old Straight Bourbon (Barrel No. L18V),,Bourbon/Tennessee,120,"Sweet confectionary aromas delight the nose with peach cobbler, sweet potato pie, chocolate wafer cookies, peanut shells, and toasted oak. It’s bright and lively on the palate, with excellent texture and balance; roasted pecans, dark chocolate, brown sugar, and tobacco leaf. Expressive fruit—grapes, cherries, blueberries, and blackberries—comes to the fore with a few drops of water, and it finishes full and rich, with pepper and baking spices, nutty chocolate, and drying oak.",Susannah Skiver Barton,Fall 2019
91,Barrell Cask Strength Bourbon (Batch 018),,Bourbon/Tennessee,90,"A complex nose that starts out herbaceous and then opens to notes of saddle leather, buttered popcorn, pecans, dark cherry, orange tea, and fragrant vanilla. A rich, chewy palate offers vanilla cream pie, lemon, blackberries, corn muffin, and chocolate-covered coconut, balanced against some drying oak, an herbal note, and dried leaves. The finish is a long, balanced ride of chocolate, cinnamon, and tobacco leaf. A rich, classic bourbon.",David Fleming,Fall 2019
91,Barrell Cask Strength Bourbon (Batch 019),,Bourbon/Tennessee,90,"A blend of 9 to 14 year old bourbons from Tennessee and Kentucky. A generous and perfumy nose of dusty spice, peanut brittle, cherry candy, orange, cola, molasses, and roasted grain. Full and rich in the mouth, with fruit leather, blueberry-pomegranate juice, orange oil, ginger, pepper, dark chocolate, cola, molasses, and coconut. The finish is lengthy and superb: horehound candy, white pepper, dark chocolate-covered blueberries, and silky yet racy oak.",Susannah Skiver Barton,Fall 2019
91,Ohishi Islay Cask-Finished Rice Whisky,,Japanese,90,"Sweet honey, pears, melon, and vanilla sponge, with smoke that is both sweet and acrid and cuts through like a knife. Islay knows that delicious combination of sweetness, fruitiness, and smoke very well, and this could be amazing with a firmer, weightier texture. Flavors of watermelon, taffy, squeezed lime, and candied pineapple, with the smoke and meek spices growing in strength, adding smoked chocolate notes before a short finish. (5,000 bottles)",Jonny McCormick,Fall 2019
91,Egan’s Centenary,46.0,Blended Irish Whiskey,100,"Ireland’s penchant for cognac-cask finishing continues to impress with this single malt and grain blend, which marks the centenary of the death of company namesake and Irish nationalist Henry Egan, who made tweed suits a symbol of protest. With a delicate nose of peach, passion fruit, white blossom, lime, pear, rose water, and sweet grain, the cognac flavors coddle the palate with peach, fudge, a whizz of spice, vanilla sponge, and grapefruit. (5,995 bottles)",Jonny McCormick,Fall 2019
91,Egan’s 16 year old Legacy Reserve II,46.0,Irish Single Malt,200,"The Pyrenean dessert wine-cask finish brings citrus, candy hearts, apricot, and cooking apple peelings to the nose, with hints of aniseed, allspice, and macadamia nuts. Fizzy orange, singed peel, fruit tarts, and honey initially, though it’s pretty feisty with pepper, aniseed, and allspice. Milk chocolate, apple, and malt biscuits glide into the finish, where the spices fade but the fruit remains juicy and sweet. (1,000 bottles)",Jonny McCormick,Fall 2019
91,Bardstown Bourbon Co. Fusion Series #1 Kentucky Straight Bourbon,,Bourbon/Tennessee,60,"This is Bardstown Bourbon’s first release using its own whiskey—60% 2 year old bourbon, along with 40% 11 year old from another Kentucky distillery. The nose is herbal, with a rush of peppermint, along with caramel-swirl ice cream, peanuts in the shell, and root beer. In the mouth, it’s dense with cooked dark fruit, cola, chocolate, nuts, and well-integrated spice (nutmeg, white pepper, allspice). More dark fruit, spice, dark chocolate, espresso, and oak on the lush finish.",Susannah Skiver Barton,Fall 2019
91,W.L. Weller 12 year old Straight Bourbon,45.0,Bourbon/Tennessee,35,"The nose feels dense and richly layered as cedary oak and sandalwood incense take the lead, while a deeper dive reveals toasted walnuts, licorice, and cocoa. The palate serves up plenty of sweet butterscotch, juicy grapefruit, and shaved coconut, before drying oak tannins sweep in, delivering coffee and dark chocolate cake on the finish. A supple mouthfeel and long finish enhance the overall delicious impression made by this bourbon. Shows best at full proof. <em>Best Value</em>",Jeffery Lindenmuth,Summer 2019
91,Arran 21 year old,46.0,Single Malt Scotch,200,"Arran’s latest addition to its core range is matured in bourbon and oloroso sherry casks. Mellow on the nose, with baked apple and toffee, then developing tropical fruits and icing sugar aromas in time. Sweet and balanced on the palate; spicy, with milk chocolate and peaches in syrup. Lengthy in the finish, with tangy fruit notes, restrained oak, and gentle spices. (9,000 bottles)",Gavin Smith,Summer 2019
91,Dalmore Cigar Malt Reserve,44.0,Single Malt Scotch,180,"Aged in a mix of American white oak barrels, oloroso casks, and cabernet sauvignon barriques. Sherry, vanilla, caramel, ripe cherries, and sultanas on the nose. The palate yields characteristic Dalmore orange, plus brittle toffee, bitter chocolate, and cherry liqueur. Spicy licorice and soft oak in the finish.",Gavin Smith,Summer 2019
91,Dalmore 1263 King Alexander III,40.0,Single Malt Scotch,300,"Six different cask finishes were used for this bottling. Fudge, resin, tropical fruit, Seville oranges, and milk chocolate on the nose. Supple and smooth on the palate; complex, with red berries, orange rind, cream, cinnamon, and ginger. Long in the finish, with nougat, pepper, and dark berry fruits.",Gavin Smith,Summer 2019
91,High West Bourye (Batch 18K01),46.0,Craft Whiskey,80,"Harmonious and symphonious throughout, starting with the nose of cooked cherries, sarsaparilla, spearmint, clove, cinnamon, dill, maple syrup, tobacco leaf, and loads of oak. The chewy, broad palate yields bowls full of cherries and blueberry jam, along with roasted peanuts, dark chocolate, white pepper, spearmint oil, cinnamon, and dried chili. There’s more chili, bittersweet chocolate, dried blueberries, and lengthy oak to finish.",Susannah Skiver Barton,Summer 2019
91,Mackmyra Single Malt (1st Release),,Single Malt Swedish Whisky,,"After several years off the market, this welcome return from Mackmyra was composed from a mixture of cask types, including Swedish oak, and matured underground in the Bodås mine. Floral notes, honey, citrus, vanilla, and pears poached in cream, with balancing tartness from gooseberry and grapefruit. A delicious summer whisky with sweet lemon biscuits, clementine, apricot, vanilla fudge, and active spices which mellow to expose banana, honeydew melon, and a finish of bitter lemon and mixed peel. (4,800 bottles)",Jonny McCormick,Summer 2019
91,Powers Three Swallow,,Irish Single Pot Still,48,"Rich dried fruits, candied peel, dried apricot, mango strips, white pepper, herbal notes, almond paste, and sweet grapefruit flesh—this has signature notes of Powers all over it. Thick and velvety, there’s warm marmalade, sugared almonds, golden barley, citrus, and green apple. It’s all quite mellow until the spices work themselves up into a bit of a frenzy. Long fruity finish, with toasted coconut and a luscious, billowing spiciness.",Jonny McCormick,Summer 2019
91,Grand MacNish Double Matured 15 year old Sherry Cask Finish,43.0,Blended Scotch Whisky,55,"Rather luxurious aromas of orange peel, walnut, stewed fruits, fleshy plum, peach pit, sherry fruit, gentle oak, and wood spices. Spiced marmalade, dark Seville orange, plum, vanilla, and plump raisin; this lays down a rich blanket of flavor, though it’s slit open by a piercing blade of spice. I like the subtlety of the sherry influence and the mouth-coating finish of orange peel, ginger, and spice.",Jonny McCormick,Summer 2019
91,Shelter Point 100% Rye,,Canadian,93,"Before a regulation required British Columbia distillers to source their ingredients within the province, Shelter Point bought some 100% rye spirit from Alberta Distillers. Nine years later, it has developed flavors of halvah and honey, which caress blue clay, turning it sweet, floral, and fruity, then hot and spicy, with cloves, rose water, and more rye spices. Clean and crisp with deep complexity, it sizzles on the tongue, ending in hints of grain. (Canada only-CAD$125)",Davin de Kergommeaux,Summer 2019
91,Spade & Bushel 12 year old Double Barrel,,Irish Single Malt,67,"Lemon and lime, grapefruit peel, fondant, and pine needles, with the softness of marshmallows and musty spices. Lemon peel, zested lime, pear, honey, and vanilla flavors, with gentle spice supporting the citrus and stubborn black pepper growing in confidence to play a greater role. Mouthfeel is silky and light, becoming creamy. The finish buzzes with spices and hints of baked citrus. €60",Jonny McCormick,Summer 2019
91,Peg Leg Porker 12 year old Tennessee Straight Bourbon,,Bourbon/Tennessee,85,"Nashville restaurant Peg Leg Porker’s pitmaster Carey Bringle filters this whiskey through hickory charcoal. Malted milk balls, peanuts in the shell, toasted grain, Swiss Miss hot cocoa mix, licorice, root beer, and tea leaves to start, with lots of oak, dark chocolate, blackberry, white pepper, cinnamon, cherry cough syrup, and more root beer on the sweet, spiced palate. The finish is delicate and fruited with sweet cherries and blackberries, as well as a sprinkling of cloves and subtle oak.",Susannah Skiver Barton,Summer 2019
91,W.B. Saffell Kentucky Straight,,Bourbon/Tennessee,,"A combination of 6, 8, 10, and 12 year old bourbons distilled at Wild Turkey. It has that glorious peanut-rich Turkey nose, along with orange soda, Golden Delicious apples, cooked blackberries and blueberries, pomegranate syrup, white pepper, cinnamon, ginger, and iced tea. Beautifully balanced on the palate, with plenty of spice, roasted peanuts, cherry cough syrup, blackberry jam, cola, dill, and dark chocolate. It ends lusciously, with warming spices, chocolate, and oak.",Susannah Skiver Barton,Summer 2019
91,Kaiyo Mizunara Oak,43.0,Japanese,60,"Finely ground spice, vanilla sponge cake, light honey, and brown sugar cubes, as well as the mizunara fingerprints of aromatic wood and incense. Pastry, egg custard, and allspice flavors; there’s just enough body apparent as the spices settle down, unleashing a substantial wave of vanilla creaminess. Leaves a long aftertaste, like a light-hearted pillow fight between the vanilla cream and the fading spices.",Jonny McCormick,Summer 2019
91,Compass Box Stranger & Stranger,46.0,Miscellaneous,199,"A defiant creation containing 1% 1 year old Girvan grain spirit and 99% malt whisky from Glenlossie, Glen Elgin, and Linkwood, this collaboration celebrates a decade of idiosyncratic and unconventional whisky label designs. It’s warm and effusive, with brown sugar on baked apple pie, Scottish tablet, plus orange and lemon peel. Barley sugar, kiwi, lime, brown sugar cookies, pepper, clove, and a smooth finish of sugar and spice. (4,802 bottles)",Jonny McCormick,Spring 2019
91,Talisker Select Reserve,,Single Malt Scotch,45,"This represents House Greyjoy and features its kraken. The nose offers damp tweed sprinkled with black pepper, plus smoky vanilla and ozone notes. Sweet smoke and citrus fruit on the palate, then more overt peatiness comes to the fore with soft toffee. Medium in length through the finish, with lingering toffee and light pepper. Great value! <em>Editor&#039;s Choice</em>",Gavin Smith,Spring 2019
91,Kilchoman 100% Islay 8th Edition (2018 Release),50.0,Single Malt Scotch,110,"This expression was distilled from Optic barley grown and malted (to 20ppm) at Kilchoman and matured in a mix of bourbon and sherry casks. A whiff of smoke, lemon curd, vanilla, and allspice on the nose. Supple in the mouth, with baked apples, sherry, and fruity peat. Spicy dark chocolate and nutty oak on the finish. Richer and more rounded than previous editions, thanks to sherry cask influence.",Gavin Smith,Spring 2019
91,Angel’s Envy Cask Strength (2018 Release),62.0,Bourbon/Tennessee,200,"This begins with a big scoop of banana pudding, or maybe it’s banana cream pie, since there is a lively dusting of cinnamon and nutmeg. Pretty floral notes, sweet Jordan almonds, and apple candies are well integrated with oak. What it lacks in deep complexity it makes up for with vibrancy, joie de vivre, and sheer drinking pleasure that revels in a satisfyingly long finish.",Jeffery Lindenmuth,Spring 2019
91,Big Peat Platinum 26 year old,,Blended Malt Scotch Whisky,300,"A larger and mightier beast overall, with menthol, mint Life Savers, raisins, chocolate wafer bars, and thick gray smoke lifting off smoldering peat. The experience is mouth drawing and full bodied at this strength, with sweet orange, milk chocolate, clove, and nutmeg, the roof of the palate cloaked in a night sky of celestial peppery spices. Take it easy with water, but use it to unshackle the soaring citrus notes. (1,100 bottles for the U.S.)",Jonny McCormick,Spring 2019
91,Jack Daniel’s Tennessee Tasters’ Selection High Angel’s Share Barrels,,Bourbon/Tennessee,,"The nose entices with confections: milk chocolate and nougat candy bars, Whoppers, and honey. The flavors unwind vivid and bright, with warming candied ginger, vanilla-frosted birthday cake, a beam of bright citrus, and toasted nuts and baking spice uniting with Jack Daniel’s estery house character to suggest warm banana bread. Lots of drying oak seals the finish.",Jeffery Lindenmuth,Spring 2019
91,Chicken Cock Double Barrel 10 year old,52.0,Bourbon/Tennessee,250,"The Double Barrel name denotes the fact that each batch is a blend from only two barrels. Fragrant notes of warm cinnamon bread, raisins, banana, and clove on the nose, along with toasty oak and old leather. A new burst of flavors on the palate reveals cocoa powder, spice cake, coconut, creamy chocolate, cinnamon, and chili pepper. A long finish of rich chocolate, almond, and a delicate hint of blackberry.",David Fleming,Spring 2019
91,Orphan Barrel Rhetoric 25 year old,,Bourbon/Tennessee,140,"A platform of caramel sweetness comes draped in lovely oak spice with dried flower potpourri—like rose petals and an old-lady’s perfume—along with horehound, cedary oak, and iced tea. The palate veers toward dried fruits—apple rings and dates—with bitter orange peel and a beam of spice that turns peppery on the long finish of tobacco and cedar. The overall impression is lithe, upright, and stately.",Jeffery Lindenmuth,Spring 2019
91,The Irishman 12 year old,43.0,Irish Single Malt,75,"Highly aromatic, with allspice, ground cinnamon, and hints of clove. Behind the spice, there is soft vanilla toffee, creamed coconut, and grapefruit peel. A palate comprised of citrus, peel oils, toffee, red berries, sweet barley, cinnamon, pepper, and star anise transition to a greater emphasis on toffee, hints of chocolate, more maltiness, and a little oak. The finish allows the spices to shine. (6,000 bottles) <em>Editors’ Choice</em>",Jonny McCormick,Spring 2019
91,Timorous Beastie 24 year old,,Blended Malt Scotch Whisky,200,"Coconut macaroon, baked sweet pastries, peach purée, sanded oak, Starburst chews, pear, caramel shortbread, strands of orange zest, and crushed allspice and coriander seeds. Far from timorous, this grown-up Highlander has the heart of a lion, with flavors of cooked apple, dark molasses, vanilla pod, lots of oak tannin, pepper, and coriander seed, with a finish of dark sugars and peppery heat. Quite an animal. (828 bottles for the U.S.)",Jonny McCormick,Spring 2019
91,Westland Peat Week (2019 Release),50.0,Single Malt American Whiskey,100,"Smoke acts as an emulsifier of fruit, nut, and oak flavors in this deceptively delicate whisky. Toasted marshmallows, pound cake, crème brûlée, cinnamon Red Hots, and earthiness on the nose; water brings out candied pineapple. Sweet smoke and tropical fruit are well-integrated on the palate, with salty and mouthwatering flavors of grilled fruit and blueberry jam. Over time, more oak and nuttiness emerge, wafting into a gentle burnt marshmallow and toasted-walnut finish. 1,083 bottles",Susannah Skiver Barton,Spring 2019
91,Duncan Taylor Dimensions (distilled at Cambus) 1991 26 year old,,Single Grain Scotch,215,"Waxy lemon, light honey, lychee, physalis, fresh hay, and the slightly tart aroma of ripening pear. On the palate, the pear is honeyed and ripe, awash with a lovely citrus sweetness, before a brief spasm of bitterness as the peppercorn and clove spices move in. Perfect drinking at this strength, it ends with a tart, dried-fruit note on a bed of spice.",Jonny McCormick,Spring 2019
91,Peerless 3 year old Rye,,Rye Whiskey,125,"Lemon oil, honeyed sweetness, and sharp peppery notes are underscored by earthy tobacco leaf and fresh herbs. Overall, the impression is spritely, fresh, and muscled, without ever seeming immature. The palate reveals berry fruits with a burst of spice—chilis, peppercorn, cinnamon, and cedar. Takes water, and even ice, exceedingly well, as the lovely mix of sweet and spiced flavors bounce along the long finish.",Jeffery Lindenmuth,Spring 2019
91,New Riff Bottled in Bond Rye,50.0,Rye Whiskey,46,"An edgy and energetic rye: fresh, grassy, and herbaceous, with orange, cedar, clove, sassafras, and gingerbread cookie. Dense and chewy, it has an unfurling parade of flavors: orange, cedar oil, berries, oatmeal cookies, cinnamon candy, pepper, pecans, and clove gum. Add a few drops of water and the profile shifts to highlight the herbal notes, along with mouthwatering oak, pecans, citrus oil, and chocolate. Lengthy and well-spiced finish. Take the time to get to know this whiskey: it’ll reward you.",Susannah Skiver Barton,Spring 2019
91,Red Spot,46.0,Irish Single Pot Still,120,"A heart of pot still spices, but this has oodles of complexity and depth with concentrated autumnal flavors of apple and blackberry cooked with brown sugar, then morello cherry, hazelnut, allspice, aged tobacco leaf, and worn leather. Mellow dark-toffee sweetness and cooked fruits carry the cinnamon and peppercorn, oak, and leather into a tongue-pounding finish. A slap in the chops—just what you want from a pot still whiskey.",Jonny McCormick,Spring 2019
91,Knappogue Castle 14 year old,46.0,Irish Single Malt,60,"Perfect for drinkers with a Goldilocks complex, this falls between the lemon-favoring 12 year old, and the richer, sherry finished 16 year old, with a nose of sweet mandarin, tropical fruits, fruit pastries, warm banana muffin, barley sugar, and forest honey. Bold, attention-grabbing flavors of orange, honey, vanilla, dried ginger, pepper, and jam-slathered pastries, with caramel, ground almond, and a tantalizing, zesty grapefruit bitterness toward the end.",Jonny McCormick,Winter 2018
91,Johnnie Walker 18 year old,40.0,Blended Scotch Whisky,85,"Complex, elegant textures from the get-go; woodsmoke from a bonfire of green twigs, ashy peat embers, grain stores, vanilla cream, and honey drizzled over baked apples. Golden syrup flapjacks, vanilla fudge, candied apricot, orange peel, Quaker oats, gingerbread, pepper, and a catch of smoke that bridges into the finish, where hints of citrus and golden honeyed grains are found. Classical allure, but eminently accessible.",Jonny McCormick,Winter 2018
91,Caol Ila Unpeated 15 year old,,Single Malt Scotch,129,"Unpeated Caol Ila has become a staple in Diageo’s Special Releases program. This year’s expression was matured in a combination of refill and rejuvenated American oak barrels and bodega European oak butts. Fresh and spicy on the nose, with tropical fruit aromas. Creamy on the palate, with fruit-and-nut milk chocolate bars, plus notes of developing citrus. The finish is slightly earthy, with wood spices.",Gavin Smith,Winter 2018
91,Glenmorangie Grand Vintage Malt 1993,43.0,Single Malt Scotch,675,"The third release in Glenmorangie’s Bond House No.1 Collection spent 10 years in bourbon casks before being transferred into Bual madeira casks for 15 years of secondary maturation. Spicy nougat and ginger on the nose, stewed apricots, and a hint of bonfire smoke. Viscous on the palate, juicy, with strawberry liqueur chocolates. Spices linger long in the finish, with damsons and dark chocolate. (<em>Travel Retail exclusive</em>)",Gavin Smith,Winter 2018
91,Highland Park Viking Pride 18 year old,46.0,Single Malt Scotch,186,"This is one of four new additions to the portfolio in 2018, and is the pick of the bunch. It is a ‘marrying-strength’ variant of the 18 year old, relaunched in 2017. Treacle tart, sweet woodsmoke, and milky coffee on the robust nose. The palate is voluptuous, with tangy orange, malt, and more woodsmoke. Milk chocolate and smoky Jaffa oranges in the finish. (<em>Travel Retail exclusive</em>)",Gavin Smith,Winter 2018
91,Mortlach 16 year old Distiller’s Dram,,Single Malt Scotch,100,"One of three Mortlachs introduced in 2018, this has much to live up to, as the classic Flora &amp; Fauna Mortlach was also 16 years old. The whisky has been aged entirely in sherry casks. The nose offers malt, gingersnaps, baked apple, and a delicate savory note. Quite full-bodied, with toffee apples, gammon, and old leather on the palate. Cocoa powder and tinned peaches in the finish. <em>Editors’ Choice</em>",Gavin Smith,Winter 2018
91,High West Double Rye! (Batch 18A23),46.0,Rye Whiskey,35,"High West made a momentous change to its recipe for Double Rye! this year, for the first time adding its own house-made pot still rye to a blend that was previously fully sourced from other distilleries. Apple blossom, yuzu, chamomile tea, walnut shells, pine boughs, and green-apple candy on the nose shift into an oily palate that starts off soft and then picks up speed and spice. Flavors of lemon, black pepper, walnut-and-apple chutney, dark chocolate, and a lively hit of green apple make this a satisfying pour—especially at the price. Above all, it validates High West’s skill as both blenders and distillers in their own right. <em><a href=""/top20/2018/14-high-west-double-rye-batch-18a23/"" rel=""noopener"" target=""_blank"">Number 14 in the 2018 Top 20</a> </em>

",Susannah Skiver Barton,Winter 2018
91,Penderyn Celt,43.0,Welsh Whisky,60,"Blender Aista Jukneviciute finishes Celt in peated Islay quarter casks that enable the sooty charcoal smoke and maritime notes to sink their claws into the fresh lemon, mandarin, and buttery, toasty aromas. Penderyn, the best known of the small but growing number of Welsh distilleries, is in the process of constructing a second distillery with a visitor center in Swansea anticipated to open in 2021 and has proposed a third facility for Llandudno. Sweet citrus, dark fruits, chocolate, and spicy smoke linger on the finish. Forget Daenerys, this is the whisky of dragons. <em><a href=""/top20/2018/17-penderyn-celt/"" rel=""noopener"" target=""_blank"">Number 17 in the 2018 Top 20</a></em> 

",Jonny McCormick,Winter 2018
91,Tullamore D.E.W. Special Reserve 12 year old,40.0,Irish Single Malt,40,"This blends bourbon and oloroso cask-matured elements drawn from every style of Irish whiskey. A mouthwatering dram with warm, creamy toffee, ripening yellow banana, wood spices, toasted coconut, spiced stewed apple, and cinnamon sticks. A delicious sip reveals a smooth medley of malt, chocolate, gentle spices, Brazil nut, and dried fruit, which sidles into a long finish of chocolate-covered raisins and deep, resonating spice. No reservations; this is special.",Jonny McCormick,Winter 2018
91,Sheep Dip,40.0,Blended Malt Scotch Whisky,44,"Fresh morning blooms in the flower shop, soft summer fruits of cantaloupe, nectarine, peach, apricot, scallop-shaped madeleines, light vanilla, and dry, unobtrusive spices on this blend of sixteen single malt whiskies. Plunge into a pool of honey, orange, mango, vanilla, and sugary-sweet candy, shot through with little darts of spice. The finish is relatively short, with sweet pastries and light pepper, but I think ewe will like this.",Jonny McCormick,Winter 2018
91,Kilchoman Loch Gorm 2018,46.0,Single Malt Scotch,110,"The first edition of Loch Gorm appeared in 2013, and it remains the distillery’s only whisky to be fully matured in sherry casks. The 2018 iteration comprises the contents of nineteen oloroso sherry butts filled in 2007, 2008, and 2011, the oldest of which are some of the first sherry casks filled at Kilchoman. These rich, confident aged whiskies converge in the best Loch Gorm to date, showcasing the expression’s trademark blend of succulent sherry, cooked fruits, and earthy peat, along with flavors of honey, ginger, sultanas, and spice. <em><a href=""/top20/2018/15-kilchoman-loch-gorm-2018/"" rel=""noopener"" target=""_blank"">Number 15 in the 2018 Top 20 </a></em>

",Gavin Smith,Winter 2018
91,Green Spot Chateau Montelena,46.0,Irish Single Pot Still,100,"Ireland is alive with innovative whiskeys, such as this union of single pot still whiskey and the berry flavors of Bo Barrett’s French oak zinfandel casks. A final 12 months of aging in these used Calistoga, California wine barrels produces juicy aromas of bramble, red apple, and cherry, with cake mix, almond, and firm spices. This elevates the enjoyment over regular Green Spot with a swath of ripe red apple, damson, zested orange, and lemon enveloping the pot still spices before a distinctive dry, spicy finish. <em><a href=""/top20/2018/16-green-spot-chateau-montelena/"" rel=""noopener"" target=""_blank"">Number 16 in the 2018 Top 20</a></em> 

",Jonny McCormick,Winter 2018
91,Kirkland 7 year old Tennessee Straight Bourbon (Batch T-1796),,Bourbon/Tennessee,30,"Orange zest, cocoa powder, toasted marshmallow, spiced root beer, peanuts in the shell, and pure vanilla bean on the nose, along with the pleasant aroma of standing inside a dusty old barn. The body has heft and purpose, weaving together orange marmalade, corn cakes, root beer, horehound candy, gingerbread spices, and blueberry jam, with well-integrated oak throughout. Unlike other contenders, this hits the perfect proof. (<em>Costco</em>)",Susannah Skiver Barton,Winter 2018
91,Glendalough 13 year old Mizunara Finish,46.0,Irish Single Malt,120,"Ripe pit fruit, especially apricot and peach, Quaker oats, and comb honey aromas are boosted by aromatic fragrances and sandalwood. Cantaloupe, mango, and papaya are followed by chocolate and cocoa, which pair beautifully with the muted citrus. Fragrant spices really add shape and contribute to a sublime balance, with spicy chocolate, coffee grounds, and menthol to finish. A most impressive leap forward in quality and complexity. (6,000 bottles for U.S.)",Jonny McCormick,Winter 2018
91,Glendalough 13 year old Mizunara Cask,46.0,Irish Single Malt,120,"Precious few distillers outside of Japan are resourceful and determined enough to lay their hands on virgin mizunara oak to cooper their own finishing puncheons, let alone allow you to experience its flavors at such a reasonable price. Stone fruit, Quaker oats, comb honey, and sandalwood aromas are followed by ripe melon and tropical fruit flavors trailed by cocoa. Fragrant spices contribute to a sublime balance, with spicy chocolate, coffee grounds, and menthol to finish. This is a rare gem among Irish whiskeys. <em><a href=""http://top20/2018/18-glendalough-13-year-old-mizunara-cask/"" rel=""noopener"" target=""_blank"">Number 18 in the 2018 Top 20</a> </em>

",Jonny McCormick,Winter 2018
91,Yellowstone Limited Edition (2018 Release),,Bourbon/Tennessee,100,"Lavish oak aromas display sawdust, sandalwood, baking spices, and Christmas cookies, but lurking underneath is lots of dark fruit—black cherry soda, blueberry muffin, and cassis—tinged with root beer barrels and alpine forest. A truly pretty, complex, and delicious whiskey, although the oak feels like it’s just a bit overdressed. Finished in charred wine barrels. (12,000 bottles)",Jeffery Lindenmuth,Winter 2018
91,Rampur PX Sherry Finish,45.0,Indian Whisky,85,"Blender Anup Barik follows up his No. 5 whisky of our Top 20 of 2017 by deploying a Pedro Ximénez sherry-butt finish to the same winning formula. Reese’s Peanut Butter Cups, tiffin, honeydew, cherry, cinnamon, nutmeg, and hints of vanilla. A mouth-clinging concoction of swirling honeys and caramel, kumquat, redcurrant, banoffee pie, chocolate ganache, and cinnamon, with emerging pepper and clove, highlighting the blender’s enhancement of flavor by the finishing vessel.",Jonny McCormick,Winter 2018
91,Egan’s Legacy Reserve 15 year old,46.0,Irish Single Malt,200,"There is a lot of pride behind this bottle, but undoubtedly its best features are the gloriously juicy mouthfeel and generosity of flavor. Orchard fruit, creamy vanilla, and freshly sliced orange square up to a company of spices: a mix of dried cumin, cayenne, paprika, and black pepper. Heavy and tangy, the orange conquers the initial charge of spices, with flanking maneuvers from lemon and bitter peels giving close support. (1,000 bottles for U.S.)",Jonny McCormick,Winter 2018
91,Joseph Magnus Cigar Blend,,Craft Whiskey,149,"This blend of bourbons includes 11 year old and 18 year old liquid finished in armagnac, sherry, and cognac casks. Toasted oak, cinnamon apples, clove, blueberries, and vanilla cake on the nose, followed by a palate of chocolate cream pie, brown sugar, and more apple, cinnamon, and blueberry. Long and rich on a silky finish, with a final note of tobacco leaf atop chocolate, cinnamon, and cherry. A whiskey that combines power and finesse.",David Fleming,Winter 2018
91,Murray Hill Club Special Release (Batch 1),56.0,Craft Whiskey,149,"Sweet scents of maple syrup, creamy vanilla, caramel, and rich chocolate start things off, enlivened by notes of pepper, orange peel, and bread spice. A chewy palate tastes of dark chocolate, cherries and plums, cinnamon and layered spices of ginger, white pepper, cinnamon, and cloves. A similarly spicy finish is balanced by plums and berries, dark chocolate, and oak. A balanced, dessert-like whiskey with beautiful sweet notes and much more.",David Fleming,Winter 2018
91,Glen Fohdry Làn-abaich 21 year old Speyside,,Single Malt Scotch,80,"Though the name means “rich and mellow,” this whisky offers fresh, clean aromas: honeysuckle and lilies; melon, lemon, and lime; hay and grass, a sunlit meadow. Sweet and zingy on the palate, with lemon oil, guava candy, blueberry, strawberry, gentle spice, milk chocolate, and walnuts. More spice on the finish, with polished oak and dried fruit. Well constructed, supple, and easy to enjoy. (<em>Total Wine &amp; More</em>)",Susannah Skiver Barton,Winter 2018
91,Glen Fohdry Aiteal an Òir 12 year old Speyside,,Single Malt Scotch,38,"Honey Nut Cheerios, pistachios, pomegranate, and softly spiced, earthy aromas lead into a rich palate of juicy grapefruit, guava, salted dark chocolate, and toasted nuts, with biscuity and oaky flavors to round things out. Gentle, but well balanced; no need to add water. (<em>Total Wine &amp; More</em>)",Susannah Skiver Barton,Winter 2018
